video_id,RU1,RU2,RU3,RU4,RU5,RU6,LU1,LU2,LU3,LU4,LU5,LU6,RD1,RD2,RD3,RD4,RD5,RD6,LD1,LD2,LD3,LD4,LD5,LD6
video028_004flip.csv,0.125356763,0.418338473,0.786935722,0.786911945,0.791582886,0.664635401,0.138203718,0.445779606,0.773341369,0.779021141,0.776158396,0.598298604,0.078283148,0.30336134,0.440610503,0.441462288,0.448759229,0.163802647,0.051066074,0.242291259,0.328508694,0.345098479,0.366235017,0.115180105
video028_005.csv,0.157409426,0.571701571,0.728537197,0.741835954,0.728047188,0.481205825,0.185498441,0.612679008,0.812421276,0.820088948,0.823192404,0.507577702,0.038869102,0.422246806,0.473958283,0.461351246,0.52287929,0.142022722,0.027240394,0.529947351,0.560099572,0.554164134,0.546524555,0.175621092
video028_005flip.csv,0.142081828,0.578516285,0.802946823,0.813187477,0.806898196,0.529418142,0.151713976,0.546961522,0.765690586,0.783125109,0.778084081,0.489740717,0.038594659,0.489236147,0.574545968,0.563667338,0.561956349,0.219631946,0.041051658,0.368306443,0.492431221,0.485353619,0.46375886,0.184206049
video028_006.csv,0.074758038,0.391855451,0.722378603,0.714912181,0.721227372,0.442097674,0.078625882,0.426910956,0.780081537,0.794553595,0.815424685,0.554541684,0.0238551,0.386055676,0.468601749,0.451867218,0.437764516,0.085586342,0.06182439,0.513548347,0.546834851,0.528240008,0.516634041,0.104055572
video028_006flip.csv,0.069870818,0.361272803,0.758801989,0.764773734,0.771615667,0.592124065,0.05560866,0.399785229,0.778384207,0.770984089,0.763484298,0.557479802,0.061574714,0.438834075,0.598427299,0.576773586,0.561376962,0.147353773,0.062499442,0.341270151,0.484811184,0.464867487,0.439346747,0.090440847
video028_007.csv,0.095956159,0.516784722,0.709691785,0.710232435,0.721637372,0.528052801,0.122308719,0.509668471,0.783306471,0.794103801,0.808968815,0.570464245,0.03327991,0.347434692,0.479319263,0.461665123,0.422085017,0.059694534,0.002334123,0.482357253,0.538033005,0.52171939,0.481763149,0.015569355
video028_007flip.csv,0.06903552,0.341178773,0.324675649,0.875267067,0.784007888,0.739803737,0.093554817,0.36523896,0.749522107,0.780284957,0.789247933,0.67162378,0.024406927,0.218894471,0.597227237,0.602794701,0.604946541,0.166981112,0.011789879,0.15319723,0.460525416,0.494362482,0.503893732,0.129025967
video028_008.csv,0.095116946,0.431019145,0.759698004,0.758079167,0.766436585,0.551531851,0.03506771,0.443435421,0.794068063,0.786876954,0.786460674,0.582582717,0.063597883,0.203131759,0.359475784,0.338520386,0.333020086,0.058416999,0.093842083,0.320907515,0.471439628,0.453065982,0.426547798,0.062079191
video028_008flip.csv,0.008508447,0.426574022,0.777440203,0.781812667,0.785584149,0.564631959,0.126962999,0.46204753,0.788909645,0.784930718,0.790611358,0.547920295,0.079411843,0.312699166,0.45317933,0.423855002,0.394602854,0.040746966,0.088650895,0.211336733,0.354447411,0.328283579,0.29569453,0.036706871
video028_009.csv,0.051530767,0.499893796,0.767100628,0.767729657,0.747689286,0.494110695,0.048638171,0.536614756,0.806122823,0.816553692,0.813305178,0.501801105,0.123634423,0.407358402,0.242662343,0.190813777,0.14985636,0.016599661,0.112987688,0.504809775,0.329276705,0.282163989,0.229988071,0.004448826
video028_009flip.csv,0.009532021,0.380604009,0.790694506,0.786340607,0.783661206,0.599958439,0.092877575,0.450143255,0.756646982,0.763981588,0.773927308,0.612395938,0.081343136,0.471686356,0.466746597,0.412484516,0.354399586,0.021879299,0.070075411,0.363147024,0.371211491,0.333009453,0.299436285,0.062281007
video028_010.csv,0.020112364,0.548022916,0.739337454,0.715005802,0.834590924,0.294178329,0.058272612,0.554262492,0.820326077,0.785007586,0.7283896,0.34638273,0.077319227,0.391999147,0.434416377,0.438153004,0.430787891,0.119363722,0.047912027,0.494276146,0.498476198,0.458298096,0.387604597,0.137971672
video028_010flip.csv,0.009536991,0.381240242,0.783618123,0.792110001,0.795617391,0.470478212,0.050697183,0.436434323,0.795276606,0.795221009,0.788069912,0.456761934,0.005985762,0.348015334,0.595395773,0.583250738,0.570127708,0.155290866,0.016769039,0.282212548,0.500987575,0.48719928,0.483419442,0.161076557
video028_011.csv,0.042675244,0.51325258,0.774079311,0.758830388,0.762791701,0.577106523,0.020569602,0.533033558,0.798672941,0.802620161,0.796633704,0.57632446,0.118440652,0.446522051,0.656038334,0.630371696,0.616391187,0.211366869,0.097281773,0.472863416,0.662382239,0.632241271,0.605151426,0.194638942
video028_011flip.csv,0.000773376,0.39768086,0.868909165,0.761350844,0.764922647,0.694766001,0.046548161,0.414265843,0.787304055,0.790463528,0.791753634,0.650489511,0.084416027,0.371368584,0.71321547,0.718700633,0.717333691,0.298758806,0.056779986,0.400073802,0.695361778,0.660238982,0.674825921,0.335021805
video029_001.csv,0.252734421,0.393568834,0.489027605,0.488126088,0.47318587,0.345336988,0.274855846,0.403628155,0.468695752,0.479134971,0.488788347,0.361144185,0.251215174,0.360037565,0.254702059,0.244034396,0.229230504,0.235929407,0.347572988,0.408819153,0.325913941,0.311297072,0.28762318,0.025370409
video029_001flip.csv,0.236048902,0.382556827,0.479776948,0.496665666,0.489709503,0.421112513,0.277684621,0.386562782,0.491670022,0.518568912,0.515691296,0.399348766,0.300949699,0.386358966,0.351820994,0.329626085,0.307279587,0.060954962,0.180717153,0.340338532,0.312337617,0.274132305,0.251446405,0.147403793
video029_002.csv,0.217750357,0.431740774,0.503898235,0.515593534,0.519889874,0.384237006,0.215993703,0.445929848,0.494113385,0.502793011,0.487566516,0.377907744,0.451041739,0.707437084,0.570374545,0.524069729,0.467337038,0.004729952,0.506398497,0.677579082,0.556142657,0.51374917,0.453882926,0.019638007
video029_002flip.csv,0.194480695,0.436175928,0.504533282,0.501291199,0.50924761,0.400417987,0.259086864,0.441557426,0.501374943,0.508158129,0.503410082,0.40801466,0.45409538,0.678293414,0.596563359,0.534712234,0.490113275,0.015933758,0.453759725,0.690069265,0.623324862,0.578895081,0.529352219,0.014920089
video029_003.csv,0.19091852,0.314494499,0.522814097,0.519999073,0.526447713,0.42586584,0.135916886,0.241576698,0.516535845,0.515665077,0.515606023,0.438361386,0.375743148,0.641215216,0.582584194,0.569686936,0.535140745,0.261369975,0.426873849,0.656149476,0.568380473,0.546466059,0.520359971,0.294615035
video029_003flip.csv,0.147325264,0.295878099,0.50751192,0.519453282,0.530522978,0.46616612,0.150434036,0.298747427,0.537631989,0.537631989,0.528687586,0.433612829,0.387419134,0.646426723,0.557325365,0.543528643,0.528802184,0.270395249,0.385288454,0.594867975,0.553045234,0.544910748,0.530772522,0.236404359
video030_001.csv,0.196369472,0.531621068,0.723587297,0.720639214,0.717538085,0.528844268,0.165298988,0.519435985,0.726073866,0.732121718,0.731033726,0.570276773,0.034574513,0.315176632,0.309249185,0.308091052,0.295801242,0.0356945,0.022695785,0.36721971,0.359791989,0.350734887,0.350948878,0.04174793
video030_001flip.csv,0.191549289,0.569559175,0.696727721,0.699736104,0.71821599,0.469736351,0.256591975,0.572443358,0.742682415,0.739858871,0.724318587,0.472188244,0.064512122,0.367652729,0.315114481,0.301100915,0.275870983,0.002429233,0.018762893,0.306039169,0.285090375,0.261133395,0.239259107,0.011791716
video030_002.csv,0.148272754,0.514651953,0.716204294,0.719475988,0.723067037,0.466399287,0.172418513,0.531420895,0.729338537,0.74365737,0.752524877,0.493101864,0.06849644,0.280671229,0.372584529,0.373570093,0.364557911,0.040714762,0.048588086,0.303846459,0.457501934,0.450263575,0.441104772,0.06335998
video030_002flip.csv,0.159993425,0.508561831,0.682826898,0.688202969,0.691034705,0.459725771,0.131356339,0.53466233,0.73093368,0.729242517,0.731391563,0.46030044,0.023368443,0.311979616,0.445187767,0.417945344,0.408915208,0.057394397,0.053571488,0.224666674,0.362570792,0.344260711,0.359090815,0.046971687
video030_003.csv,0.119399748,0.482853303,0.710564393,0.704946667,0.699486449,0.460756259,0.147380197,0.54466757,0.754722923,0.756924218,0.751829233,0.506318172,0.039421318,0.08626195,0.352355694,0.35632948,0.357120794,0.019272661,0.028816503,0.091243493,0.436141608,0.438840953,0.436168877,0.002533377
video030_003flip.csv,0.288150349,0.646841259,0.772128802,0.782068513,0.787401549,0.605959595,0.110194267,0.5587075,0.723966873,0.728534923,0.728321571,0.423601086,0.04566613,0.112658521,0.440040432,0.441090555,0.417357775,0.003313975,0.043401064,0.09897431,0.361308764,0.366914493,0.356792946,0.002415394
video030_004.csv,0.080566621,0.430997821,0.714172563,0.719726514,0.720760711,0.501541546,0.109093044,0.481039737,0.729393242,0.723869915,0.751173565,0.538098369,0.090057871,0.343939637,0.511577366,0.49726148,0.476971002,0.082997874,0.068627984,0.497299163,0.589597335,0.581528033,0.568207496,0.130920917
video030_004flip.csv,0.148045326,0.467862142,0.717329418,0.712684438,0.72697569,0.53836614,0.111143947,0.442767354,0.74769288,0.741436369,0.747534265,0.467385769,0.056623372,0.467406075,0.584251861,0.563974917,0.559132937,0.12359656,0.065731886,0.380149114,0.502012535,0.486525302,0.474901982,0.077606616
video030_005.csv,0.063874914,0.51509534,0.725074059,0.714657169,0.690573173,0.405146179,0.099055892,0.570892056,0.722698494,0.748776257,0.766489053,0.425842509,0.007952068,0.443975083,0.557607373,0.529051004,0.487416239,0.032875143,0.031119498,0.528171795,0.584164547,0.560035466,0.551064185,0.006446303
video030_005flip.csv,0.093240948,0.547017439,0.700232993,0.714373597,0.726836593,0.43235402,0.123403916,0.549036934,0.758197956,0.740728464,0.722188331,0.433038091,0.027600543,0.524677137,0.631121548,0.598072743,0.551869521,0.01346772,0.01665539,0.433983949,0.542788747,0.516671421,0.482828542,0.016050853
video030_006.csv,0.0545641,0.425813113,0.718756096,0.72574404,0.725431924,0.480305898,0.021688667,0.434288771,0.717926844,0.741147361,0.739352391,0.481650118,0.099895341,0.180225084,0.567014858,0.569072945,0.556426313,0.061118898,0.051779424,0.21477144,0.638707128,0.638501342,0.638482199,0.101127289
video030_006flip.csv,0,0.445569759,0.719092243,0.719645583,0.717986293,0.493883009,0.036560353,0.461275186,0.709974422,0.701173544,0.712184162,0.486394191,0.059136254,0.192931018,0.656913173,0.652614777,0.657919411,0.098045478,0.088831696,0.165928556,0.573152743,0.566409918,0.559722098,0.079343647
video030_007.csv,0.004719535,0.449628293,0.701689205,0.720718597,0.709735993,0.380592736,0.082932195,0.46922291,0.775075803,0.748563229,0.746116203,0.474353441,0.1579832,0.307328058,0.643950984,0.62908864,0.610999096,0.069891062,0.071574186,0.327330829,0.715895044,0.692277324,0.672402986,0.094504649
video030_007flip.csv,0.064018824,0.522024304,0.72558702,0.713774167,0.715283226,0.434578457,0.108760602,0.541389486,0.73418867,0.716390698,0.71380926,0.365510951,0.077458495,0.389076841,0.741911296,0.706267157,0.671162417,0.009483736,0.119486395,0.379805267,0.616662793,0.600768408,0.573503097,0.005392634
video030_008.csv,0.078500389,0.522930743,0.727929278,0.721996093,0.721530593,0.403318536,0.136897552,0.551120529,0.772408611,0.773651698,0.770398644,0.433598743,0.044483354,0.297358165,0.508915851,0.494636996,0.478451955,0.027627732,0.049821069,0.375502724,0.606148622,0.582897443,0.568792656,0.02659825
video030_008flip.csv,0.122024542,0.550370165,0.762148059,0.763927552,0.76681054,0.433686589,0.110129093,0.518144558,0.740181503,0.736271163,0.730680148,0.392512893,0.100295452,0.323432448,0.630491757,0.60140023,0.569021025,0.005967831,0.009759911,0.307720161,0.524755739,0.496901235,0.470206589,0.047587812
video030_009.csv,0.05337668,0.516659557,0.747434414,0.738886725,0.733876723,0.424032084,0.062628206,0.546029101,0.722252557,0.724780382,0.738439841,0.417409334,0.082775967,0.22378013,0.589559323,0.578775305,0.559450154,0.042003606,0.08725364,0.285015393,0.64961736,0.630954075,0.615112788,0.116504375
video030_009flip.csv,0.007231394,0.526468338,0.697673768,0.692080034,0.704498046,0.440943045,0.053708247,0.449811464,0.757223593,0.743310388,0.737917325,0.457985431,0.138209727,0.161629396,0.682453239,0.664967854,0.657306443,0.084267466,0.013243327,0.144770404,0.606138248,0.59886696,0.582871023,0.052393692
video030_010.csv,0.024882527,0.517802265,0.749366658,0.751868408,0.745029171,0.396071089,0.086973382,0.50473932,0.775317116,0.786365191,0.794296592,0.385210173,0.148341774,0.320598478,0.510451785,0.485990135,0.45676875,0.002495808,0.109455872,0.390225462,0.589942715,0.571329187,0.527561978,0.104777188
video030_010flip.csv,0.053736154,0.485651099,0.754296914,0.760458462,0.756226163,0.442973914,0.01170171,0.51232349,0.758653109,0.760660695,0.763322296,0.490703417,0.128530639,0.305862168,0.620905525,0.574863154,0.549754985,0.103031942,0.12392897,0.294283866,0.551465303,0.507588792,0.476662559,0.049103996
video031_001.csv,0.053370654,0.474606055,0.683859738,0.676666642,0.679417647,0.496229685,0.088599996,0.455569561,0.701507329,0.703688889,0.703852956,0.526996693,0.042810841,0.163988758,0.561711569,0.56248456,0.55701783,0.165007491,0.012785066,0.278052526,0.617501058,0.600374529,0.589806252,0.128947711
video031_001flip.csv,0.065546326,0.433107181,0.684670275,0.688111223,0.686353282,0.5205762,0.091856539,0.45710387,0.694875528,0.686852121,0.685015968,0.484800827,0.032692571,0.278190479,0.633490615,0.627282133,0.625811123,0.115283507,0.03663478,0.133160239,0.552138967,0.553337847,0.551058061,0.170831335
video031_002.csv,0.110915992,0.451992126,0.704633747,0.698041834,0.691929074,0.424889019,0.058584217,0.427307726,0.724890651,0.736574898,0.751048705,0.423290456,0.119806572,0.221620527,0.395112715,0.388911383,0.366842887,0.021209065,0.10413212,0.217605857,0.432173187,0.412290722,0.390016885,0.059192814
video031_002flip.csv,0.219408354,0.521042289,0.748175662,0.752756182,0.753938288,0.532027381,0.316715871,0.600587623,0.795414597,0.793017043,0.787110174,0.571198525,0.092416164,0.203539072,0.443391803,0.426734557,0.403836318,0.061368327,0.101960108,0.214500966,0.397987785,0.378898207,0.366673613,0.029655796
video031_003.csv,0.325512121,0.588205367,0.758200283,0.756506006,0.752459228,0.611978419,0.338458783,0.612000727,0.814324452,0.814717739,0.818719584,0.641731487,0.058972752,0.172218789,0.48263934,0.492449836,0.484850134,0.139908314,0.089014026,0.226058445,0.565429096,0.554246694,0.550100599,0.129886529
video031_003flip.csv,0.166842932,0.569355655,0.710650839,0.717118079,0.722750382,0.37150111,0.170378226,0.537736302,0.710448484,0.715943533,0.714333495,0.382150892,0.084321159,0.45731532,0.515867189,0.506027106,0.481730944,0.033254462,0.068649812,0.391433521,0.461984109,0.433406613,0.407411368,0.049455561
video031_004.csv,0.062758284,0.489364951,0.706622723,0.696285369,0.677553511,0.514934362,0.08493553,0.47187424,0.731159584,0.737244439,0.743064085,0.526103953,0.135909338,0.1920916,0.420965896,0.397216134,0.365146566,0.038647059,0.087509343,0.181264563,0.506684073,0.488347311,0.468087684,0.059978126
video031_004flip.csv,0.042921662,0.432683337,0.72926354,0.727019205,0.725450129,0.535806874,0.071020463,0.429195751,0.700787084,0.717260378,0.730076186,0.535200902,0.112798835,0.145970607,0.521766928,0.508919645,0.482493725,0.046771703,0.119331488,0.169766334,0.473443055,0.455818764,0.432868145,0.061472805
video031_005.csv,0.010781597,0.409769554,0.678992226,0.664354632,0.673787972,0.417154294,0.085223797,0.413669923,0.746374464,0.735375468,0.747911539,0.408710174,0.009290486,0.110744484,0.576738787,0.570574796,0.568144171,0.180357809,0.039667576,0.080626863,0.608794439,0.613064268,0.610841247,0.187435173
video031_005flip.csv,0,0.38288067,0.702961923,0.70640796,0.703469535,0.420109808,0.019851023,0.366487263,0.723977547,0.70617897,0.685886363,0.445720079,0.052916759,0.036421654,0.611346935,0.62485315,0.637209967,0.168296053,0.004834219,0.037377624,0.566973661,0.566239687,0.57319703,0.168205573
video031_006.csv,0.005866907,0.302670336,0.713121238,0.704028239,0.703452993,0.478354701,0.051465072,0.327692833,0.746224504,0.747200695,0.753446844,0.474972664,0.079332979,0.008257913,0.5183372,0.52488987,0.523283141,0.085795067,0.080731311,0.001277341,0.597145761,0.595980004,0.586017617,0.118376614
video031_006flip.csv,0.45563351,0.601568791,0.842114789,0.853190243,0.859866372,0.728871131,0.025933838,0.283623391,0.730718251,0.726660007,0.724146027,0.491215502,0.068707679,0.093211898,0.57755748,0.591583772,0.598693501,0.11405456,0.054577908,0.055739584,0.513419458,0.529036762,0.525753015,0.098475061
video031_007.csv,0,0.569629039,0.7999044,0.798799501,0.790943767,0.555681497,0,0.703379153,0.861521129,0.868736397,0.872323134,0.689377779,0.194709935,0.160020896,0.529830423,0.492863752,0.434469827,0.18299942,0.207545706,0.170052028,0.568064435,0.541514309,0.50856825,0.150590393
video031_007flip.csv,0.304915,0.50415209,0.759190131,0.762238941,0.764083529,0.652519363,0.11861107,0.372276834,0.741546737,0.737667512,0.734355406,0.495970328,0.227908117,0.004949806,0.623204939,0.623146057,0.625228377,0.229553176,0.155231609,0.07626259,0.592302734,0.587337449,0.587806752,0.282901631
video031_008.csv,0.491851215,0.651410431,0.832747562,0.831139773,0.831124319,0.687317323,0.0639696,0.327173095,0.749096912,0.769385865,0.769852571,0.510722174,0.042374344,0.200326463,0.637731626,0.613976403,0.565449412,0.20502548,0.058521251,0.171570518,0.645769529,0.614746498,0.578298709,0.191699645
video031_008flip.csv,0.301797228,0.45307627,0.779144356,0.790570816,0.797736108,0.692057843,0.0573514,0.311593123,0.715477985,0.707695843,0.700994938,0.487811001,0.022019213,0.084018427,0.735375419,0.708662143,0.690615486,0.310483621,0.035065201,0.083089535,0.685828818,0.659054383,0.633502492,0.317433283
