,0,1
0,157.13549187810034,133.19937839883988
1,148.67889396736246,121.78725312166478
2,143.5015446675268,121.78725312166478
3,140.88634021816569,137.4610546505303
4,138.5786153850649,131.93351449887413
5,135.9593903637842,149.2943414852072
6,112.74370176600047,152.05126185555352
7,92.65934273252086,160.2174667265609
8,88.25961036430884,176.86568211598828
9,65.61132850471262,173.5411836212814
10,55.514208921280925,175.16958004171
11,53.3616326029707,168.00310069207643
12,45.50911844631898,140.01671037270438
13,45.50911844631898,149.5657642465566
14,45.57430600166498,143.2594379798788
15,46.670547867285194,134.7463558056956
16,53.24150509364499,134.7463558056956
17,59.53928356643932,148.4737201832209
18,53.661126714561576,177.80942613596187
19,71.84504877981928,173.5411836212814
20,83.12213195482238,172.23285247996682
21,98.89306300762752,156.0821114217306
22,106.68038960893323,156.45389550789463
23,124.74195423923511,145.93371288496476
24,134.0531528700006,137.4610546505303
25,143.17784314260655,134.7208132461246
26,141.58421424438313,128.70562727342616
27,156.88579201667315,122.15229514128235
28,162.40757543781837,116.56505117707799
