,0,1
0,164.84847680760646,109.31635281950415
1,164.26279170512362,107.18570614422478
2,164.84847680760646,107.604633336664
3,164.84847680760646,107.604633336664
4,163.47615046153498,107.604633336664
5,160.8819743967006,108.78862198216848
6,163.47615046153498,109.09349200048563
7,159.9548901664911,110.87901688055743
8,160.34855344239193,119.77101988067317
9,157.96221229222996,121.93209936889954
10,154.31150722540482,116.05349531049096
11,153.12253412298233,119.52136183458164
12,150.29483021562947,113.7901599276094
13,147.2647737278924,126.02737338510362
14,138.9354134443905,126.02737338510362
15,142.0634741819,129.15543412261314
16,133.1163853613745,135.0
17,125.44219758887829,138.36646066342982
18,118.65182845264874,152.29152418503588
19,114.62356478616361,157.5073881009413
20,110.0036107961695,161.90609345593685
21,97.03590945415871,158.19859051364818
22,95.54846629371806,177.61473128495265
23,92.08563721986698,174.28940686250036
24,81.098283967108,174.80557109226513
25,77.4194145542861,174.80557109226518
26,72.4168846689947,169.695153531234
27,61.32859820543392,155.5560452195835
28,52.16625115971222,151.3895403340348
29,45.55122846576626,148.51253063578602
30,37.95005294740969,127.85065644808421
31,38.249979242949934,135.41219274140232
32,37.52844082340761,123.5856931822476
33,35.60120925761825,119.67599167717967
34,32.010914756580775,129.65694424142484
35,32.864876733024914,126.86989764584402
36,32.864876733024914,126.86989764584402
37,34.788756009150546,124.47921568612564
38,33.55471780749781,135.8139836308817
39,35.83026026847614,129.65694424142484
40,38.748584990428924,130.10090754621223
41,38.798413654669304,131.39872188277656
42,37.386778234033386,134.15747573925958
43,37.386778234033386,139.6582541096756
44,43.00095885243928,141.84277341263095
45,44.78551960839377,146.6737103128848
46,46.04859130206887,155.27268561330985
47,55.67411153356507,160.70995378081128
48,52.82268328134268,153.18613334217264
49,58.181146071659754,157.83183558181545
50,62.21607358779072,170.53767779197443
51,66.5258155053478,175.23635830927378
52,71.2576321042647,180.0
53,73.1625273743236,175.39990433373666
54,81.27282709009215,170.5376777919744
55,86.37830651865121,178.50728818629582
56,86.02628889709132,165.9637565320735
57,93.13311508228654,149.61398903979344
58,93.13311508228654,157.13549187810037
59,94.01179316390463,145.18988007246543
60,94.01179316390463,152.30052719194498
61,102.05418891326062,148.51253063578602
62,104.15153382005451,148.51253063578602
63,112.73076881052579,147.52880770915152
64,111.40687137667166,134.91352892240837
65,114.25198304194943,139.59054318560604
66,118.59093730015834,139.20535700170856
67,119.27344408415128,127.03038960567865
68,123.54939069305885,138.01278750418336
69,123.7680032469176,136.76239102366054
70,122.31961650818019,133.74554837731847
71,126.78079075110094,135.0
72,123.7680032469176,133.74554837731847
73,126.89741723042958,133.31531568210372
74,125.64702074990674,138.01278750418334
75,126.89741723042958,138.01278750418334
76,126.89741723042958,136.76239102366054
77,126.89741723042958,133.74554837731847
78,126.78079075110094,131.98721249581666
79,128.65980825409008,144.30183024819098
80,125.64702074990674,135.0
81,125.57895768664883,136.33221985386965
82,126.10122466278838,144.30183024819098
83,128.65980825409008,133.31531568210372
84,128.65980825409008,135.0
85,128.65980825409008,142.52382043863864
86,128.65980825409008,142.96961039432136
87,128.13000769178575,135.0
88,129.9142598767716,136.33221985386965
89,129.9142598767716,144.30183024819098
90,126.89741723042958,133.31531568210372
91,126.78079075110094,143.71826300513692
92,124.35388190858535,133.74554837731847
93,126.89741723042958,133.74554837731847
94,126.89741723042958,131.98721249581666
95,129.38445931446728,131.98721249581666
96,129.38445931446728,135.0
97,131.67259575827342,130.6012946450045
98,129.9142598767716,127.92646232503864
99,135.2711136524838,127.92646232503864
100,133.43617850895328,116.30402437471253
101,137.62723561496145,115.72045713165842
102,140.3020679349273,122.24997416418361
103,146.86722303145734,122.24997416418361
104,151.4496797488742,122.24997416418361
105,146.86722303145734,122.24997416418361
106,151.4496797488742,112.79310913991756
107,149.17392616088878,129.63601731545089
108,153.6846653158516,122.73522627210761
109,153.6846653158516,122.73522627210761
110,155.7414323066894,128.73232992856026
111,151.5986551239367,118.78661831001405
112,152.7281342191705,118.78661831001405
113,152.7281342191705,118.78661831001405
114,158.24001246928958,118.78661831001405
115,158.24001246928958,117.31560797344225
116,157.13177687664825,117.31560797344225
117,160.08145543308112,113.72839107595254
118,160.59396667600697,107.1519906088324
119,160.59396667600697,121.69800147027388
120,163.90493951127877,119.55357963609096
121,161.66167128703017,110.17065341185042
122,165.506995777858,112.20347853205739
123,163.90493951127877,110.85445803957833
124,165.506995777858,112.20347853205739
125,162.1575967570757,109.41148685868359
126,168.80772239021547,107.4471884232822
