,0,1
0,175.80867156965635,104.55357279071255
1,173.5082412839262,106.09081634885217
2,174.11196398202185,105.40342496246961
3,172.34913930597472,104.55357279071255
4,172.34913930597472,104.26451229807991
5,170.56219459814307,102.47046172166888
6,171.4116776944264,102.47046172166888
7,171.4116776944264,104.0362434679265
8,170.38255194125423,104.0362434679265
9,171.64958738214094,103.33924890336341
10,168.91531782178436,104.0362434679265
11,171.806329869212,102.47046172166888
12,171.1778274614979,104.0362434679265
13,172.6148525571372,106.09081634885217
14,169.33021719550334,106.09081634885217
15,165.87599620068104,107.18570614422478
16,165.87599620068104,109.93253656193953
17,162.25532837494308,101.46139192892471
18,163.14160123226173,102.97659169409053
19,160.40843029569072,105.22898011932683
20,160.40843029569072,112.34810834790942
21,161.27421215472742,99.4396923526355
22,159.97791676335524,101.84754212529762
23,159.9249615710733,110.36160327538616
24,159.9249615710733,103.65358573358328
25,158.59922041805467,113.86017519134235
26,155.75079558959862,114.24920441040139
27,157.0362269401454,114.24920441040139
28,155.38392226249414,114.24920441040139
29,151.31022803446908,125.47523533577449
30,151.38251744001488,127.12297308566359
31,151.38251744001488,126.62143884697011
32,149.32869067479567,128.91086901365796
33,154.21645408989787,128.40933477496452
34,147.78851775453236,128.40933477496452
35,147.78851775453236,123.00310069207642
36,147.89374404488217,121.73914079581516
37,144.7273954650363,133.46316483157352
38,142.43525927045508,126.66563548264217
39,143.30062500398986,133.3866656707888
40,141.91122711902466,126.66563548264217
41,141.44160009933503,137.38261647881964
42,142.44879494764325,137.38261647881964
43,139.4450727650462,139.36833227709792
44,136.44516305938708,135.41219274140232
45,136.44516305938708,146.93937389193198
46,128.9057113773608,140.04245106917094
47,129.6560341634429,138.46822925891712
48,126.62167264908271,143.3786725062156
49,126.32897871482871,141.84277341263095
50,126.32897871482871,143.00472885729286
51,125.87134986300057,145.5610106911964
52,125.68450284682322,143.37867250621557
53,123.19267194376957,147.0305960965379
54,122.9583502854405,143.37867250621557
55,124.19804205386619,143.37867250621557
56,125.87134986300057,143.00472885729286
57,121.33371507922047,143.00472885729286
58,124.2633132991364,136.61353893288117
59,122.9337811166933,136.61353893288117
60,127.00380685521176,135.41219274140232
61,130.8243097530982,136.61353893288117
62,128.6927563210375,133.84654954889464
63,129.03849471883365,132.6467031338917
64,131.68406507982016,122.17378567173546
65,130.20300109953644,130.14339606605682
66,135.87557445201216,126.2538377374448
67,137.87604833316666,126.2538377374448
68,137.29986579942573,124.23185543889215
69,137.87604833316666,114.43022977959797
70,139.68512748223068,121.11533231474182
71,143.94017631680282,111.99713147629035
72,144.41844343588036,118.47420361007437
73,149.11976915177664,109.62653833442113
74,149.74595539433605,118.393019421383
75,156.54628583599685,107.81329442869998
76,159.3937393861632,105.0073341088674
77,161.91940315426962,111.71764378651028
78,161.6392061147207,101.34600788660414
79,163.71168700928274,100.62234736747078
80,163.23589221767983,99.13348870364916
81,163.3183529843135,96.06663307360512
82,161.32104092877105,97.42103237363168
83,167.77524260755186,105.12400730831057
84,169.25223940972302,103.18296515854085
85,167.8274325152152,110.85779552008707
86,171.07818797910505,102.18863320193189
87,170.83658070239267,103.4957332807958
88,174.72187086638544,113.09361770263195
89,173.32545922493847,111.64091752651719
90,170.30303114323064,102.47046172166888
