,0,1
0,134.63018452100317,112.71441235316723
1,134.63018452100317,119.16761337957779
2,131.86822899449135,121.60750224624891
3,128.77417093557423,124.4389893088036
4,128.77417093557423,117.21611155730749
5,140.3558250428552,134.26660713893165
6,120.9377838323507,127.74680538727468
7,113.0350444891853,135.00000000000003
8,88.86236099620686,151.67878876199123
9,84.42780219603621,173.6598082540901
10,84.42780219603621,173.6598082540901
11,68.9674432140395,157.5348023474202
12,56.649639458161985,155.65891006330747
13,55.98117260546083,141.69257592392862
14,55.98117260546083,137.0493401281807
15,55.98117260546083,137.99694407587384
16,55.98117260546083,137.99694407587384
17,53.414170500553624,141.69257592392862
18,52.24585148806251,157.38013505195957
19,66.0173869433541,161.56505117707798
20,77.71796538827928,175.23635830927378
21,86.41937316325513,169.21570213243746
22,94.3311033725668,169.21570213243746
23,106.02052890603602,154.53665493812838
24,110.12584608587237,139.26789330029084
25,117.24549162681154,124.4389893088036
26,128.77417093557423,119.33029781196095
27,139.77771178732374,119.16761337957779
28,139.77771178732374,119.16761337957779
29,139.77771178732374,117.05059700708611
30,135.0492866798974,109.62892584151129
