id_rep,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10
video10_1.csv,0.07993056560269045,0.04241435388341762,0.09670366572584761,0.4231825459200246,0.7376875688432212,0.7517003423456198,0.7512358480455407,0.6032001826515792,0.1593604017849363,0.04829885282054397,0.3337900612168664,0.34871022204582364,0.29976923022735735,0.1473290976302669,0.20960175797675515,0.21752102649051458,0.18937883418271695,0.02260187995835453,0.259598611323059,0.3323871968647452
video10_10.csv,0.052446115230740456,0.08852261338460345,0.21755546264327313,0.4874504433455825,0.7102253022730964,0.7487221602971807,0.7429498289054909,0.653755164204441,0.1700702190595333,0.0,0.2584593638607293,0.23733610891310178,0.1695773970563924,0.014931805002398458,0.18382934629419326,0.21370509148394295,0.18631688313446984,0.13817183001536235,0.19357687320645453,0.2659369214128507
video10_11.csv,0.0,0.20103483476187115,0.36846723052173475,0.6398881542495672,0.7207754813997108,0.7213432383525687,0.696987217135799,0.48758393097109626,0.15146476507696519,0.11126639567994247,0.2653589671006077,0.22462263463796947,0.10218408936708617,0.07228054330972251,0.22346525788885344,0.22800974050568357,0.24505154689130595,0.05183693181892536,0.23818206105357728,0.298455292924199
video10_12.csv,0.0038955438073210356,0.04990996817681224,0.19522380957907137,0.46307658900069015,0.675907124782673,0.711871300985145,0.6950037627500674,0.6426639527444772,0.2594999230209746,0.029188221614562596,0.25912150474386025,0.2517034466837207,0.16013607260916965,0.0015526839362598758,0.20525967299994446,0.1975829293375896,0.18135766325131766,0.19376073449237363,0.1792863983419825,0.2414791702937948
video10_13.csv,0.08101305787226704,0.08266016301099542,0.20168827014269503,0.4561069272983553,0.7262289742026892,0.7292500016351104,0.7083309793062851,0.6632893251517454,0.41571824661704493,0.20235431052628533,0.27142646729227554,0.2393798812891542,0.19686551982949774,0.012026463952627077,0.20478191206252805,0.19975246100360008,0.15682658026049048,0.15593631799736113,0.06261892894998296,0.22963278037525414
video10_14.csv,0.07933774442112505,0.028498525558679818,0.21465205099208587,0.6394576033960196,0.7572089634387525,0.7612168072306761,0.7548300471863978,0.5260699966824646,0.15542668989198125,0.06898546193697198,0.2532932918620521,0.23130643072430285,0.10461680419744855,0.08921854414611179,0.20175040798614335,0.22193552461523433,0.22664683189634643,0.00243101188674525,0.22358601049684182,0.2652023746805202
video10_15.csv,0.0,0.09015743384346489,0.16239897770383221,0.34620653242768323,0.6752752189637783,0.7220259012913188,0.7216720643827067,0.7129486993912456,0.21144896565680446,0.064298879915549,0.31097249673196975,0.252810121415862,0.1924107113809822,0.037350564423982935,0.13593598247456212,0.19059214121491985,0.17559755918145276,0.19762804553127797,0.19888447879187976,0.24183813623926584
video10_16.csv,0.02461005430475443,0.03943002304512036,0.2032129901135928,0.5978692177991811,0.7096648583313904,0.7245457453400956,0.7063520951165027,0.3809400892279345,0.11686374209980567,0.046207466441853834,0.28793476582198313,0.2855557904122658,0.09639032207505457,0.17137517138430988,0.17258996163004145,0.18887096466808428,0.2002923478774604,0.09888627717018192,0.2664498727307995,0.2810631075943788
video10_17.csv,0.046040428201043454,0.0514164806564958,0.2680439876654158,0.5548687116926518,0.7237910472684843,0.7325306141075,0.7308797974280213,0.5413729985561787,0.13174448863646326,0.023673662106284164,0.31680151666256356,0.2700911300953395,0.17134865793679346,0.045649513506786976,0.24825440629444173,0.24423247631526113,0.2633486269944477,0.054725204155411745,0.23672062740379538,0.3162826257292104
video10_18.csv,0.04116190981611193,0.0373697276136241,0.12786984983281457,0.3625026748505312,0.664800161827197,0.6985048907392203,0.6906312052944625,0.5878431058038609,0.218751650044925,0.04862302083727385,0.2764202654638912,0.27073607058731336,0.19143455303866455,0.01668609779186114,0.21959142130077558,0.22879680963877339,0.23158024417679157,0.12434862749186652,0.1770483297697377,0.27006247829158564
video10_19.csv,0.0,0.09406533547676045,0.28296768091222846,0.6052449950963273,0.6851469354879645,0.6960427791079742,0.6855508241728158,0.35759457829855273,0.1542579477034435,0.10750486777248129,0.2795531501339993,0.2418780842339313,0.11879168172009645,0.10466648688373666,0.22495252163637255,0.24203483468796824,0.22420010483726183,0.1037240066527191,0.26911791646239075,0.29219938033206294
video10_2.csv,0.07035533116822135,0.13218217031388108,0.23593700478754753,0.494261048983554,0.6918336604313593,0.7191370265604967,0.7113470721621981,0.6660373968042954,0.2448338037874142,0.017188084538709236,0.308648526350387,0.27282431310566263,0.1871688411603484,0.0,0.16623192477622084,0.1809783598035635,0.19839169080989938,0.14057433570367622,0.20637689822257732,0.3027288618674106
video10_20.csv,0.003063268831761844,0.08486674757792158,0.16591069912468423,0.5104536199714842,0.6751707296550256,0.6814631176144427,0.6574550614732471,0.5208224360023234,0.1285740951417803,0.007718129174548238,0.2780678873963921,0.2091150467603153,0.09936107979242681,0.06050928260913233,0.24825167128562298,0.24451559413640048,0.22990298030341744,0.011359407647178611,0.23479126404773765,0.28984539476526483
video10_21.csv,0.06780363956931527,0.07146976893091077,0.20579093283309458,0.5275813600609717,0.7374526423719711,0.7395406193637548,0.7315163083242985,0.5665431365595684,0.13837448314275527,0.0440844998792629,0.30629975753368627,0.25387424837355155,0.1079329087874776,0.03543796710827331,0.2134808824852574,0.23266929943374587,0.24297418759472483,0.024177453782162305,0.2095708363899325,0.27888155284414584
video10_22.csv,0.005658109445424671,0.010167184776387866,0.14974320953148743,0.49721238855391786,0.7201076901244489,0.7317522281039915,0.7304145928965907,0.5749537041600895,0.08798109652603911,0.011017769384927887,0.33672160129360984,0.22248940862559088,0.11882895696130225,0.043272681732420014,0.18936187170496466,0.21583182423213612,0.22634799044808013,0.02136348373100037,0.21991471153939043,0.3047788337820371
